run,old_distance_m,old_budget_thb,our_distance_m,our_budget_thb
2381,21488.92,19825.27,16023.94,25195.85
2382,8945.5,14556.29,27473.94,18534.06
2383,19541.19,17793.58,10789.39,12824.35
2384,9040.03,12782.1,9403.09,11896.67
2385,9555.86,9696.36,10394.22,17551.36
2386,11866.35,18634.12,14585.57,17605.83
2387,7642.26,19034.7,10296.2,13812.62
2388,19004.95,14482.31,16312.39,15505.72
2389,17501.67,16438.31,11134.46,16580.85
2390,12469.61,20984.07,11618.67,13154.87
2391,23368.6,14775.92,16168.81,13402.23
2392,10510.41,17523.53,10400.42,14493.09
2393,17201.45,15061.4,24028.37,16577.38
2394,5648.83,21886.53,7198.04,14355.46
2395,11743.69,17260.31,17971.2,12814.73
2396,10967.39,19474.01,13434.46,13491.71
2397,8233.2,20122.66,10463.24,14263.22
2398,13285.34,14564.48,17084.43,19537.25
2399,4863.35,14755.48,19692.12,13009.21
2400,21228.19,17531.47,9935.14,15893.39
2401,13653.45,16786.59,6726.03,12177.32
2402,10955.14,22539.43,10735.47,13193.93
2403,9202.97,17694.89,7960.45,16867.67
2404,9795.64,21727.01,7147.23,15851.21
2405,7895.77,17964.67,12392.47,15923.47
2406,12079.34,20781.49,10751.64,12596.12
2407,11835.11,21498.47,7703.83,11936.53
2408,8808.39,17485.93,8841.8,12734.73
2409,29993.66,19643.74,17057.93,15666.02
2410,16913.37,16684.36,13163.65,11619.49
2411,11578.46,18983.43,4711.55,15637.15
2412,10714.13,18038.86,10353.45,16912.5
2413,13843.25,18804.28,16955.17,18966.1
2414,5451.73,19113.78,9015.09,20719.74
2415,9636.47,19100.3,8230.3,20199.22
2416,15693.22,13439.71,8217.89,15611.42
2417,12401.9,22042.24,14099,19586.44
2418,6082.34,16233.68,5311.91,16692.13
2419,24613.27,21391.2,8239.3,16107.21
2420,17304.18,19019.39,13147.73,15121.44
2421,7150.88,14384.03,11542.42,16231.95
2422,4832.92,16931.22,13012.31,19497.39
2423,11666.82,15269.63,9879.88,13226.06
2424,6021.4,13799.18,6978.51,14552.85
2425,13315.65,18989.57,7969.43,16713.07
2426,10006.9,12984.58,15489.37,18321.03
2427,13584.72,17753.16,15280.76,11563.22
2428,14685.91,15902.38,12236.42,11184.43
2429,12999.98,15080.73,13620.32,13641.53
2430,10527.81,14614.79,7388.53,12191.43
2431,21574.26,14515.89,19268.88,14157.14
2432,12176.08,17848.02,14352.61,12623.34
2433,4563.36,13506.44,13359,15910.87
2434,12459.68,21534.61,11912.92,20220.06
2435,13770.46,16796.48,14473.6,14637.54
2436,11343.82,19005.99,9667.41,20493.85
2437,6975.59,18285.6,7325.07,9863.71
2438,24895.74,13339.53,14031.83,18651.82
2439,17239.17,22256.63,13671.35,12665.27
2440,8404.52,15986.91,10200.32,14288.38
2441,14033.15,16059.47,10355.88,13584.17
2442,10640.86,17161.51,15712.01,20454.44
2443,8764.45,15470.79,12352.67,16858.2
2444,8251.52,14815.31,11701.12,15897.48
2445,11798.1,16813.42,25714.45,17074.61
2446,11477.61,16332.79,10034.87,13757.34
2447,9989.21,15193.76,13005.75,13422.42
2448,13003.82,10899.02,12131.34,13024.17
2449,13677.28,17755.58,15651.61,13397.17
2450,12046.35,19272.23,11363.77,17824.95
2451,13159.74,16401.56,9480.39,13541.77
2452,11375.77,15453.47,5053.89,12644.31
2453,11185.47,12353.05,10164.01,13721.48
2454,15173.35,17522.34,8968.14,15554.12
2455,19002.74,23326.32,15293.27,7443.04
2456,15166.38,18522.99,19305.16,19360.85
2457,12774.71,16039.25,11843.29,20902.6
2458,10821.2,19703.08,14826.73,16000.94
2459,11829.09,21897.28,10387.32,17276.36
2460,13049.01,20900.2,7705.25,14730.92
2461,13902.99,16580.41,9770.09,14992.98
2462,10860.82,18259.11,7940.99,15570.91
2463,15242.43,17560.24,10724.17,12930.59
2464,8585.25,14408.18,11107.14,12650.13
2465,15518.13,19805.71,12697.38,13912.11
2466,16982.34,14714.88,8421.15,15867.77
2467,13508.38,23621.2,12176.35,13781.1
2468,11524.59,18318.77,11629.79,12656.82
2469,16035.07,14614.58,13902.22,13538.7
2470,17943.15,11498.3,6849.1,16064.92
2471,11012.16,17313.88,15197.14,24129.33
2472,12190.15,19335.48,7398.63,21606.68
2473,8275.49,17085.43,12257.74,20408.67
2474,11896.95,22014.75,25484.05,15472.93
2475,9740.65,19666.1,11339.97,16110.87
2476,9836.25,15411.98,9110.63,16753.22
2477,7189.29,13533.11,9660.85,10756.97
2478,17989.76,19030.05,14137.29,15796.62
2479,9943.53,14445.18,9214.75,15021.55
2480,10807.85,19398.25,11326.11,11448.25
2481,10419.66,19445.06,14515.08,15848.42
2482,21177.96,18027.55,9063.43,11404.89
2483,14537.32,21075.48,12510.34,17079.03
2484,12254.8,17835.3,6361.59,16599.49
2485,10728.74,18904.34,14119.33,14275.56
2486,13144.58,17510.12,13676.9,17327.35
2487,19459.9,21625.2,22834.34,10871.55
2488,11930.56,22781.63,15032.39,17722.4
2489,13893.46,20326.8,9905.35,16339.33
2490,10267.1,17680.04,31861.03,15069.8
2491,10324.6,18362.51,17260.07,14597.11
2492,14067.83,17994.54,12063.01,13302.21
2493,9200.36,11540.46,7209.11,15533.93
2494,15900.05,16538.49,12669.62,10247.48
2495,19753.76,14303.9,7951.28,15319.42
2496,7497.94,25193.32,10399.98,19251.12
2497,18443.75,16417.13,12604.47,22359.73
2498,11260.41,18550.99,7952.56,19046.15
2499,10633.35,12769.2,9667.74,15617
2500,11020.04,20709.89,13502.59,18183.08
2501,12311,19052.44,8209.96,13690.86
2502,11783.27,20920.78,9001.86,17819.82
2503,16503.31,16621.59,9895.27,15405.72
2504,9146.69,11724.85,10268.93,12860.83
2505,8063.18,17812.5,10846.67,18634.81
2506,15269.11,16086.6,14931.77,19482.14
2507,13730.16,23044.83,14202.45,13093.53
2508,10645.39,17922.83,6700.78,13366.6
2509,11883.61,15162.65,10623.65,16267.9
2510,13061.17,14705.95,12061.27,16228.97
2511,20019.61,24536.36,13521.74,20280.52
2512,10629.61,14850.51,7509.5,12595.84
2513,13581.45,13807.14,9893.86,17269.91
2514,14688.44,23656.81,22551.95,13119.52
2515,14178.9,16811.85,11225.57,14777.61
2516,10347.9,15740.03,7833.23,17900.48
2517,13228.76,19802.36,13183.32,15699.13
2518,13286.69,19623.31,8456.4,13482.46
2519,13176.22,13743.62,6963.4,15408.9
2520,13744.59,15040.04,10654.37,13484.96
2521,10226.96,23231.39,11576.45,16670.43
2522,22208.33,20483.73,20087.24,16848.36
2523,10305.35,16389.94,11496.84,15828.96
2524,18896.2,18681.36,17390.76,18052.78
2525,7032.84,15239.09,12923.26,16151.18
2526,14225.54,16889.3,9089.44,20693.6
2527,14883.58,16649.93,12005.94,20923.8
2528,11106.66,17189.33,13294.13,19345.47
2529,13782.91,16780.53,8584.34,17617.01
2530,9866.12,18088.53,12339.54,16566.28
2531,9776.7,18428.75,10055.79,18005.67
2532,12847.91,12530.58,14307.47,12714.32
2533,8649.19,17458.96,19660.48,15952.39
2534,6744.22,15629.91,7226.88,17847.57
2535,8439.06,19848.43,11641.1,23851.18
2536,9493.68,14564.87,7429.85,14383.91
2537,7852.92,12399.91,12960.83,15318.09
2538,14551.24,19217.6,9049.3,18591.23
2539,21581.09,17150.32,20783.94,13791.69
2540,11793.43,12076.82,17413.05,14690.49
2541,10358.7,19040.34,8392.35,14910.5
2542,8573.97,16765.16,19496.48,10602.65
2543,11447.08,19899.95,11343.9,13844.96
2544,14328.88,16310.36,7680.54,19046.63
2545,7166.97,24044.1,9805.57,19640.26
2546,8855.35,16170.11,10085.46,16911.08
2547,12462.46,14784.69,8966.04,16393.1
2548,8684.55,20489.91,9855.42,23884.36
2549,10546.6,12561.95,12498.79,19552.26
2550,11048.3,14827.31,12009.13,14900.59
2551,19491.16,17472.28,6255.44,14288.83
2552,8472.52,21180.45,8251.8,21353.79
2553,11676.22,19031.5,14905.31,20761.17
2554,18104.78,14063.22,16614.07,13228.2
2555,9603.67,18656.25,19521.29,18937.35
2556,13718.65,15565.92,14955.19,15893.92
2557,8857.04,18314.49,12674.05,21967.53
2558,11226.45,17550.06,18896.18,10066.32
2559,9442.25,17247.18,10655.22,14399.7
2560,8922.53,16924.63,16125.32,16057.31
2561,17229.01,16832.66,7899.87,14867.87
2562,11976.48,19731.61,18915.5,12688.21
2563,12806.22,20262.25,9686.14,13279.78
2564,9463.07,15050.22,10097.72,18606.64
2565,20299.15,15006.23,8656.36,17675.26
2566,15121.76,15908.64,9370.27,17701.59
2567,7867.73,22282.92,10095.29,15210.06
2568,17478.75,18229.03,10541.34,17228.04
2569,12160.71,14767.55,10212.78,21053.53
2570,13515.36,20678.86,12630.97,16913.41
2571,13157.72,17442.06,20024.4,19080.72
2572,12610.68,15948.15,10014.7,17151.78
2573,8416.88,13659.29,27240.97,15010.14
2574,12012.14,18732.26,10498.09,13203.01
2575,10934.77,18345.01,13552.53,17943.54
2576,10737.75,20667.08,11850.86,19838.91
2577,5569.1,9751.5,10128.73,15190.88
2578,9389.37,15679.62,11978.74,13087.4
2579,14654.99,19169.52,19726.18,14875.89
2580,13284.2,18511.08,7547.17,12713.36
2581,9179.97,15349.31,8495.79,15122.48
2582,6626.32,18155.97,12791.91,19864.25
2583,17335.87,22000.19,16365.71,18748.85
2584,12256.18,18606.74,7910.58,13764.17
2585,14270.42,17887.24,8485.65,17256.38
2586,18338.6,20163.9,18325.38,15537.93
2587,11523.22,20064.54,14263.45,16189.61
2588,9619.11,15545.34,23249.29,17055.42
2589,15884.65,16689.05,16264.65,17145.25
2590,17385.71,17689.13,13565.57,18098.46
2591,13655.25,16406.89,14852.1,11470.8
2592,14343.3,15925.18,8501.43,17902.91
2593,5614.93,17591.27,12797.58,17655.46
2594,11833.29,16235.51,9951.99,18091.34
2595,12772.41,14662.63,18707.11,15291.12
2596,4730.52,16526.82,10516.32,15677.25
2597,12679.31,17270.55,14765.23,17993.99
2598,20278.17,20272.24,16498.25,17701.03
2599,8376,22002.91,10003.31,15875.58
2600,9584.18,18882.9,9328.33,15436.05
2601,8983.88,12386.95,9233.19,13664.99
2602,10280.8,20766.68,17262.17,13123.76
2603,17486.8,20517.12,10290.18,15508.24
2604,8884.16,12890.49,8681.29,14130.08
2605,15835.77,19482.95,14784.02,13733.66
2606,21226.96,14669.58,9715.42,16035.86
2607,10344.91,21255.36,14930.5,19227.62
2608,10276.57,20330.66,19442.64,19116.69
2609,15747.1,21970.28,10158.2,12137.21
2610,17348.61,20072.11,9941.2,15038.05
2611,17506.7,17381.09,13193.06,18802.51
2612,16855.13,20724.43,10027.74,13416.41
2613,14755.85,15594.19,16256.9,15850.52
2614,12188.02,22055.63,9965.09,15862.04
2615,17243.28,15569.07,18850.83,16798.97
2616,14404.64,14396.12,11797.11,17475.91
2617,10239.33,18958.79,20860.96,17420.69
2618,9915.1,13484.93,19300.9,16148.37
2619,12826.51,16245.35,5999.78,12057.39
2620,12737.18,15184.4,12301.62,17565.78
2621,11753.88,18093.59,15605.65,20109.55
2622,12336.35,18496.19,16143.88,18018.63
2623,18781.62,18119.16,12702.42,17155.81
2624,11090.6,16191.59,13877.72,14533.75
2625,12996.84,18462.18,17533.95,14463.8
2626,7445.48,22816.58,12166.09,13210.16
2627,14582.91,16103.6,12697.8,17330.63
2628,16281.36,14462.78,10319.94,19686.33
2629,14449.25,16984.38,10638.86,13349.55
2630,10153.5,18077.5,14880.84,16095.01
2631,7324.98,18628.44,11905.64,17800.29
2632,11907.79,14492.24,7755.08,17352.59
2633,12831.82,21016.06,11628.02,13155.26
2634,9233.9,18467.87,7575.43,19855.46
2635,12335.07,17291.95,10910.05,18246.11
2636,15029.63,9116.67,10903.84,17684.44
2637,14021.91,19938.31,18488.88,17021.27
2638,13761.23,16756.76,20083.03,15219.97
2639,8910.83,14067.04,14674.94,10654.41
2640,8163.87,8929.92,13989.61,13446.03
2641,16825.4,18551.7,9927.95,14346.61
2642,9868.3,18944.47,12440.47,14681.16
2643,9903.75,20272.43,15230.35,14027.74
2644,18694.79,18801.58,13343.14,16362.82
2645,8597.02,17788.93,11751.66,14916.59
2646,12099.82,17233.38,10706.47,20404.96
2647,14358.08,21138.39,13606.08,14335.39
2648,7386.32,15106.17,14540.99,15469.15
2649,8916.09,17607.24,31304.61,18720.83
2650,12230.06,18308.03,13805.96,15380.62
2651,9175.46,14755.62,9313.12,14631.37
2652,15871.79,16128.58,13931.07,19367.17
2653,15960.36,14993.11,10840.28,11045.73
2654,5968.42,16430.49,13993.27,15161.42
2655,16821.25,17140.92,15505.88,22973.07
2656,6893.41,19063.15,13733.96,12902.63
2657,8154.7,18227.79,14089.98,22176.8
2658,12413.67,19493.92,12386.01,15871.07
2659,16550.77,18897.87,15252.03,13470.5
2660,13767.32,18560.08,18180.79,14053.66
2661,14927.01,17633.6,8314.48,10571.91
2662,11998.73,11735.1,14011.56,12123.9
2663,15890.4,22125.03,13110.94,16423.4
2664,21797.43,19918.7,7366.75,14710.44
2665,13884.87,16115.66,7894.06,14777.64
2666,23149.1,22846.44,13625.49,16028.91
2667,11919.69,22009.7,10761.15,13350.46
2668,7544.73,16266.57,7340.97,15274.79
2669,11377.43,17426.56,5980.69,16751.69
2670,19099.97,17406.8,14838.39,20896.75
2671,7255.24,17486.28,10823.16,15415.16
2672,13439.56,16852.33,10671.52,16166.18
2673,7648.2,20782.65,7803.67,17025.91
2674,13548.57,19750.43,9871.45,17507.75
2675,18390.18,15071.13,10693.05,24584.75
2676,11820.7,21200.21,4725.35,16494.05
2677,12753.59,19998.26,12822.2,13894.49
2678,10397.58,21973.24,12192.81,14650.34
2679,10986.3,21951.8,14202.22,19231.49
2680,17672.25,15775.51,16387.52,16897.42
2681,16223.96,20274.9,19366.83,12792.11
2682,9840.51,16823,12226.59,16545.35
2683,8449.14,20625.32,20635.91,13424.16
2684,13001.31,20113.79,8999.15,10797.86
2685,9799.5,15670.89,22235.95,13572.29
2686,11345.46,21904.71,13391.62,20792.53
2687,10634.86,15205.65,9069.41,12483.81
2688,15503.03,16210.96,5736.54,15752.88
2689,8142.09,16924.72,5658.65,13637.96
2690,18630.85,16609.36,11733.69,12771.75
2691,11688.03,17309.8,13224.58,17795.14
2692,12837.33,19069.26,14875.79,15317.49
2693,11349.53,17718.75,17803.21,18003.02
2694,11064.5,22638.98,11249.54,15336.88
2695,17446.49,15901.62,17522.42,12466.66
2696,15754.58,17320.14,8870.03,20153.76
2697,11674.97,18019.93,14451.19,16339.66
2698,9671.45,15123.42,12575.41,16172.51
2699,22878.26,15580.73,10183.11,14480.23
2700,13990.37,14570.01,9468.69,15535.31
2701,23961.22,22780.25,9138.49,18512.31
2702,7471.51,19133.94,9916.92,18250.27
2703,12364.56,14717.97,10641.44,16343.27
2704,22025.47,24658.27,8262,17852.17
2705,8751.33,17961.55,8876.41,16137.56
2706,12090.34,16972.02,18172.59,16951.17
2707,9426.28,18869.26,13621.32,19422.58
2708,11855.49,15748.73,6687.92,14117.41
2709,7366.16,13868.19,23916.1,18061.56
2710,13014.74,10909.48,11854.88,12682.33
2711,11247.05,17264.42,12579.08,13718.32
2712,8982.87,13014.53,9428.6,16834.95
2713,14535.23,14714.83,11316.89,18513.9
2714,9561.37,18397.14,13938.77,16766.92
2715,10345.95,18378.47,11927.08,15843.43
2716,18051.88,19928.88,14630.83,19370.52
2717,14215.51,17396.87,9296.49,13301.1
2718,8668.77,17800.38,9065.12,11523.32
2719,7577.7,16493.77,20287.92,13248.14
2720,13211.76,17755.63,9709.09,14251.47
2721,12075.52,14084.66,9609.99,19066.01
2722,8087.47,15647.52,13999.71,17263.62
2723,15669.75,16136.88,7807.21,23452
2724,12853.12,18474.73,14053.83,19867.71
2725,21408.36,20601.08,15369.96,15779.9
2726,13209.12,19456.27,6134.07,10770.17
2727,8212.72,18130.11,8783.54,15126.21
2728,11496.35,18209.49,8805.72,15276.95
2729,11828.96,18519.91,17424.04,16465.86
2730,12630.27,15547.66,15639.05,10038.7
2731,9351.29,15679.07,11970.71,16068.11
2732,8276.21,17446.72,10879.37,19694.56
2733,7331.88,14669.31,8977.33,18697.12
2734,9641.32,15187.48,14680.38,13052.04
2735,8461.38,13746.62,14311.59,12841.24
2736,19731.19,14720,12525.72,17242.62
2737,11799.72,18427.59,6891.18,12181.38
2738,10174.75,16903.73,14814.57,13449.17
2739,11207.76,18127.85,11087.33,18268.27
2740,14363.57,14460.75,14360.34,19618.76
2741,11619.22,20063.22,14152.31,17468.68
2742,13865.43,16569.45,16244.84,20084.85
2743,16448.7,15677.52,19096.21,15138.61
2744,10608.37,16534.78,7352.85,15988.09
2745,15665.04,24590.05,14448.39,19014.75
2746,18671.93,19688.38,10125.23,19391.77
2747,14446.86,16324.45,21762.49,12902.63
2748,10044.01,16579.54,15291.35,13500.75
2749,12634.13,20185.93,8394.12,17155.98
2750,7376.82,26597.95,10291.06,18104
2751,18246.83,17034.36,7662.95,17027.74
2752,12822.89,12857.42,9437.26,24788.04
2753,8650.96,17280.05,22191.85,12049.8
2754,13861.17,19324.64,9003.5,13716.79
2755,11322.18,19252.85,16175.89,16022.99
2756,8402.35,15500.15,11909.6,14597.48
2757,15942,20195.63,10156.86,16299.55
2758,17799.17,18418.12,11177.8,15778.49
2759,20973.27,20405.73,11758.72,14243.43
2760,15151.1,17941.18,16003.82,15392.3
2761,18196.13,14689.73,10244.46,16326.9
2762,8930.77,22381.22,8939.95,19021.33
2763,15540.31,21348.48,10064.33,18606.19
2764,14748.35,20933.74,14166.19,16757.45
2765,11951.12,19766.92,12764.02,13173.52
2766,12101.83,25632.01,10802.37,12465.88
2767,10665.73,12341.91,19209.99,14902.04
2768,12608.41,19413.23,8766.12,11941.96
2769,8551.96,16634.55,7323.15,15775.4
2770,10057.08,18983.4,12105.75,14550.13
2771,12662.78,21265.64,10931.09,17064.45
2772,13351.49,16381.48,7986.77,14301.26
2773,9913.83,14631.24,10016.36,14209.34
2774,9769.2,19601.23,8911.57,12880.07
2775,24259.51,21182.41,17799.17,12336.72
2776,10661.58,19686.71,23373.01,18534.84
2777,9621.22,14554.12,9489.07,18145.51
2778,8181.71,19421.24,14270.09,13649.83
2779,9981,22747.06,7417.41,18780.51
2780,10722.42,17443.66,10836.28,14645.17
2781,11233.81,16651.67,6883.29,16151.09
2782,9604.05,17934.05,6104.02,13644.38
2783,10352.09,13146.02,13353.34,13969.78
2784,12305.96,17301.9,14944.13,17968.05
2785,16836.86,20715.49,18336.83,10589.28
2786,15876.07,14398.48,13735.23,16443.04
2787,10776.32,13264.12,9035.23,14910.24
2788,10479,15653.11,12215.86,18988.34
2789,11515.51,14689.83,18416.99,17529.51
2790,11627.6,15709.4,8442.44,14036.8
2791,10707.27,17727.07,6326.48,20727.47
2792,13277.55,16513.74,11521.02,13691.1
2793,12255.15,20746.86,9235.39,16885.36
2794,14935.2,18914.77,12435.67,16339.56
2795,9281.02,11094.53,11269.78,14972.1
2796,13453.65,19917.56,15316.72,15515.78
2797,18292.73,23572.53,7036.49,15713.09
2798,16921.12,14484.73,16792.78,18694.41
2799,11972.69,17635.99,16795.68,12966.55
2800,22509.11,23324.33,16578.02,14863.75
2801,11582.89,19766.66,5899.38,13532.01
2802,6576.13,16505.01,18015.16,15225.11
2803,7705.27,20788.07,11142.23,17610.55
2804,9674.11,14675.79,7781.89,16709.33
2805,10090.82,16329.31,16699.7,14642.42
2806,9593.29,14084.82,7447.05,11170.35
2807,18697.25,18604.7,10731.96,14472.41
2808,15740.46,14238.3,15682.43,18883.37
2809,16944.08,17173.43,10446.7,14857.82
2810,12825.05,18672.68,13679.81,17457.95
2811,10599.15,22128.35,10620.84,14060.81
2812,14650.92,14998.93,10036.95,12946.08
2813,15011.09,21798.73,12542.71,17653.57
2814,9748.61,15613.22,19889.96,16255.97
2815,13313.75,13241.73,15201.62,15759.3
2816,11761.71,15884.33,17744.89,16627.41
2817,14125.73,17851.14,15894.2,16962.4
2818,10423.51,17369.4,10984.75,14758.22
2819,12783.56,16329.06,15039.12,16086.33
2820,19564.94,12831.42,23151.99,14196.78
2821,13660.68,23596.15,8974.76,21126.9
2822,7615.95,18167.4,5277.74,16336.44
2823,7889.31,14982.39,8717.8,21963.88
2824,12632.18,21937.58,15894.22,12938.44
2825,10281.57,14721.81,6664.26,12978.01
2826,9208.74,18162.13,14829.61,14837.15
2827,14786.96,20540.4,10014.09,18366.9
2828,18042.78,16594.55,9000.33,19166.91
2829,24507.36,14143.1,7461.88,22427.39
2830,17417.31,21861.58,8235.15,11426.07
2831,19713.45,18735,6802.23,17625.71
2832,19460.76,21873.67,16241.4,17028.36
2833,11590.14,16047.13,7815.82,18688.83
2834,13238.55,15978.93,9486.6,15055.19
2835,23082.49,20055.54,10652.06,16777.16
2836,10240.86,18066.95,8623.4,15246.9
2837,8477.37,18433.7,8591.3,17985.99
2838,13939.28,19338.91,10187.11,17457.78
2839,4709.78,17495,14765.88,19522.64
2840,8918.77,17606.4,16409.64,18079.76
2841,9156.65,17926.59,11809.09,24012.87
2842,10819.74,21564.98,16425.85,14653.42
2843,11722.66,16617.9,16162.06,15155.86
2844,15114.91,20516.48,16187.24,15443.91
2845,10824.95,18299.93,5947.56,15532.98
2846,11195.82,15937.02,16026.15,13504.03
2847,4370.39,15416.71,9670.93,17424.95
2848,9176.6,14484.59,7171.19,15002.97
2849,9206.82,15925.53,8508.35,17573.18
2850,9618.73,16807.09,13748.35,12703.56
2851,10666.8,10788.14,12086.84,16694.78
2852,7892.68,19088.28,9612,17782.21
2853,7736.28,20311.37,15494.69,16365.52
2854,14771.48,19298.67,18515.49,13401.29
2855,13414.94,10548.24,18705.88,14628.08
2856,20896.83,18375.9,9137.05,15320.66
2857,11648.86,13686.76,8346.57,19214.4
2858,7331.91,14530.27,8904.17,20629.08
2859,20008.73,22747.99,6952.16,17584.45
2860,12973.67,26527.21,20315.39,15871.69
2861,12630.06,20666.1,14200.75,13837.57
2862,13269.61,20260.42,6988.98,21117.04
2863,20002.88,23452.77,12029.04,13477.13
2864,7545.03,16253.08,16974.36,15977.38
2865,12449.88,14242.83,20664.13,22296.25
2866,16398.3,15958.4,10011.97,20257.17
2867,17887.53,18514.15,13939.66,17969.12
2868,15107.92,16805.85,25521.02,16398.86
2869,6958.2,15925.49,21842.36,17620.84
2870,7900.88,15816.66,9219.05,16886.59
2871,10501.79,16006.79,18928.46,15819.28
2872,9623.21,17902.65,6840.38,15459.57
2873,12214.41,19109.18,18110.01,23420.19
2874,15621.48,15901.7,14196.15,18187.8
2875,6460.6,12024.53,8087.68,12238.08
2876,16227.09,14571.72,19200.47,23569.01
2877,14444.06,19510.88,7465.15,19061.26
2878,15415.76,19239.61,17348.74,10996.79
2879,9226.47,14571.53,4825.02,15720.09
2880,9876.67,16306.99,11635.86,16287.85
2881,12027.09,16205.65,16379.36,16447.08
2882,15691.63,18516.01,10831.73,17289.23
2883,10369.27,17308.36,18478.96,17489.06
2884,12314.02,19328.14,6088.94,14783.38
2885,14755.86,14063.47,10384.64,17626.57
2886,10987.01,20038.38,9725.85,17339.88
2887,9472.99,15983.69,8489.07,16605.26
2888,24292.07,17595.45,15891.44,15004.89
2889,16191.13,14984.35,18779.87,17064.48
2890,10346.3,17812.1,15184.01,17880.55
2891,10728.02,17842.11,13887.25,13574.87
2892,12332.57,17019.48,13670.73,15176.9
2893,10377.5,20395.05,15724.16,16426.25
2894,11438.93,17871.42,10604.77,13652.47
2895,16257.13,16626.76,17586.35,14416.28
2896,11879.88,20507.95,4522.99,18385.85
2897,6259.35,12812.67,9801.09,20410.6
2898,9100.1,17858.92,11903.44,18171.16
2899,14668,17787.47,12550.12,17018.05
2900,13389.7,13486.08,7656.01,14811.5
2901,10355.26,11246.57,10892.04,18535.22
2902,19953.42,19713,16852.75,13176
2903,9475.94,22098.72,10081.97,12896.46
2904,8371.36,17009.7,11859.11,22291.59
2905,13081.73,15076.02,10196.77,11473.29
2906,8200.51,12818.96,16185.24,15734.9
2907,9414.32,21280.26,7099.45,16786.38
2908,11534.45,17472.55,17529.72,11178.06
2909,10931.22,15255.98,6738.02,16577.85
2910,18384.73,18869.57,9539.31,21480.43
2911,14439.19,13925.52,33262.91,19545.18
2912,7776.28,17230.06,9464.4,19284.69
2913,9246.82,13548.52,15067.09,11892.56
2914,12894.7,19776.4,5503.69,16940.12
2915,15673.46,14231.28,14615.88,15921.45
2916,10276.01,14585.02,16481.76,13553.04
2917,8896.54,16604.14,10609.64,16796.93
2918,18637.61,15547.8,10096.6,17509.2
2919,6352.39,15437.89,13607.89,14676.66
2920,11122.62,20690.59,20332.77,17050.09
2921,15249.01,22278.73,19650.09,16148.01
2922,7048.88,20173,10627.67,18834.76
2923,7605.67,19412.46,9231.68,13728.5
2924,12275.91,17479.86,14417.9,14688.13
2925,16506.74,15889.15,8306.07,16503.83
2926,16541.28,17137.53,11786.08,12954.78
2927,8434.18,19951,12986.4,10959.27
2928,6423.45,15287.4,10346.43,18144.01
2929,12467.37,19256.5,8789.37,14899.26
2930,7015.53,13763.18,7812.41,15530.98
2931,7197.35,19006.65,4855.9,16293.11
2932,13808.45,18949.64,17176.81,18944.75
2933,12691.97,15547.53,10045.6,14466.73
2934,10355.74,20271.89,9126.59,11792.09
2935,7748.92,20261.44,9200.78,19660.45
2936,9379.95,20295.85,13360.13,19272.81
2937,10167.09,18677.69,12414.78,15023.67
2938,11968.48,21042.62,11762.65,21477.35
2939,6826.79,15198.12,8592.95,13791.15
2940,7288.81,15609.34,9744.16,15735.73
2941,18741.05,17014.44,9096.94,13408.63
2942,7684.6,13762.86,8283.14,18707.51
2943,13028.84,17013.14,18446.08,16596.65
2944,8581.51,19031.17,11566.39,17858.5
2945,10970.39,15695.59,9099.22,9822.92
2946,7710.86,15932.33,18296.73,20342.82
2947,7181.38,16341.17,7175.07,11711.9
2948,10309.98,13204.92,11685.16,22777.23
2949,13427.95,19257.5,6787.15,9480.98
2950,21785.94,12481.6,10604.02,15919.23
2951,8413.63,12815.95,13301.79,16268.83
2952,12681.91,12658.4,14477.37,19244.75
2953,10135.33,18096.64,8131.39,17278.56
2954,7748.89,14740.55,12073.31,18206.34
2955,7718.91,20556.16,8938.71,13999.56
2956,8079.77,16272.55,8119.86,18174.12
2957,13981.98,19944.65,7907.87,14710.98
2958,9498.43,21221.98,10947.37,13557.06
2959,13965.88,18007.53,8676.95,16924.89
2960,15290.32,15837.77,13895.44,14889.49
2961,9289.66,16645.97,8719.59,22706.61
2962,17134.93,14048.01,10024.78,15971.6
2963,15253.16,23522.22,17485.7,19871.08
2964,15679.79,19448.02,14546.92,12956.22
2965,9855.98,19114.33,21990.37,14955.71
2966,11300.91,19005.08,10416.5,13511.07
2967,15066.39,18398.54,10670.45,13532.5
2968,14327.71,16152.61,9607.26,18558.78
2969,16634.7,17686.87,13620.09,16091.97
2970,17039.7,16479.97,14157.54,14414.67
2971,14487.83,14034.39,6453.74,17421.01
2972,13695.72,19217.98,9991.2,16616
2973,15215.46,17886.51,7984.45,14023.67
2974,11412.84,11835.87,9699.46,15980.08
2975,7957.41,13558.37,12547.37,22060.85
2976,8190.12,18770.67,7006.51,15972.07
2977,6559.36,16581.91,4487.87,15903.44
2978,17208.01,17404.79,14689.52,15255.44
2979,10784.84,16760.65,9950.09,18889.43
2980,7615.2,16164.35,20022.33,12417.66
2981,10159.83,14237.33,19395.69,18901.17
2982,14814.76,20203.98,15664.25,18233.14
2983,9773.56,16690.42,14440.63,19063.33
2984,10754.07,17509.14,15672.71,19309.3
2985,18530.82,18862.39,10176.29,13941.3
2986,16905.21,20273.52,14347.42,13601.68
2987,13819.95,16408.94,10557.42,17515.41
2988,16381.32,18692.2,12469.87,14800.03
2989,8127.07,13644.47,9895.76,15066.63
