run,old_distance_m,old_budget_thb,our_distance_m,our_budget_thb
4591,6261.04,14614.45,12776.44,15371.61
4592,10415.15,20672.06,9245.29,18075.3
4593,12125.01,14517.75,17380.85,13523.55
4594,14862.73,18938.01,12775.83,18165.74
4595,10577.65,14308.34,16466.66,18453.73
4596,11177.28,18918.7,11529.9,16488.28
4597,8496.06,20752.96,15966.7,15240.55
4598,13394.04,21558.44,8157.92,17336.55
4599,24946.03,19947.59,15885.78,25533.75
4600,10467.34,19319.69,11700.26,13494.65
4601,8096.81,18145.56,15509.62,11092.91
4602,12820.52,18882.18,11939.88,15207.19
4603,14612.74,15538.81,10363.08,17107.46
4604,18043.36,15062.14,13323.88,15594.74
4605,11125.18,20735.93,6173.42,15122.8
4606,9801.52,13257.15,13754.44,18571.59
4607,13176.49,22089.54,15194.6,26781.01
4608,15792.04,18582.19,16009.07,16457.05
4609,15248.04,19035.01,18488.37,16494.01
4610,18668.23,18492.91,15906.41,16027.42
4611,15808.27,17008.74,12482.63,16102.75
4612,12696.24,16740.78,5965.79,13010.38
4613,10761.77,19955.51,6390.2,16678.81
4614,11880.68,25178.04,14729.56,12495.35
4615,11868.19,22893.58,10543.49,13307.95
4616,14268.85,17372.18,11991.52,16633.38
4617,9623.94,21887.11,11691.3,13339.01
4618,10964.58,20974.15,11575.59,15081.69
4619,8397.59,14551.78,6531.6,18907.71
4620,9628.43,20443.8,8460.6,14787.54
4621,21486.45,16830.42,7613.57,13757.8
4622,10444.6,18753.23,12216.5,12794.89
4623,12846.49,16361.25,17310.95,12251.26
4624,11419.89,19782.23,9830.11,15953.89
4625,17804.63,19087.63,13910.46,15490.06
4626,13677.37,16664.31,20730.11,13478.08
4627,18583.67,15028.54,7797.54,18114.18
4628,9934.84,12900.14,20181.7,19474.15
4629,14551.86,12037.18,6152.79,16974.71
4630,17287.64,18026.29,18818.96,14748.25
4631,15543.32,24024.09,15131.66,14590.25
4632,8696.09,18234.26,20108.77,18798.39
4633,13848.07,15598.82,8650.39,17823.96
4634,14539.1,18126.07,8664.66,16152.47
4635,8243.58,17138.3,7559.08,22949.34
4636,13101.23,18153.24,10700.15,17131.18
4637,12208.69,19024.42,10503.69,20418.86
4638,12079.33,12942.19,22931.72,15542.3
4639,17312.87,16428.42,7699.69,12413.69
4640,14258.49,16216.51,13650.08,18881.1
4641,10798.75,16730.71,7239.81,16143.73
4642,11033.91,20490.25,8802.02,15606.09
4643,12363.37,17419.64,12785.86,15224.68
4644,19041.19,21754.92,26327.43,7454.61
4645,4822.04,16490.58,21998.4,16733.68
4646,11502.85,17491.07,16875.91,15485.2
4647,12401.05,18121.09,13210.94,17028.83
4648,13165.03,21176.48,8425.03,20641.49
4649,14738.72,16779.11,9046.73,13356.76
4650,9079.7,17662.8,17818.25,16443.2
4651,13371.28,15445.24,17499.39,19485.69
4652,6333.44,12721.53,18349.96,15873.52
4653,11237.12,16929.45,8358.55,20384.68
4654,15517.04,18477,24575.98,14556.48
4655,22840.47,20074.38,7344.84,14374.15
4656,13107.41,17153.4,13354.05,17559.43
4657,9120.07,16859.37,11316.64,16670.82
4658,6862.78,15686.51,13212.37,15996.25
4659,4906.64,16650.76,15520.17,13242.09
4660,9465.27,13239.88,16159.37,13660.46
4661,15800.33,22086.65,9138.58,17746.92
4662,12323.03,20891.88,11018.11,14989.99
4663,11429.08,15617.59,12599.74,26785.73
4664,10466.36,13643.36,11562.41,13722.45
4665,6433.72,17270.39,9040.08,14881.2
4666,9193.1,20167.37,7914.46,22077.57
4667,13184.98,18272.05,13885.32,17044.07
4668,12912.52,16548.12,9895.54,13446.98
4669,11262.09,21728.7,16303.57,14964.91
4670,15059.11,14471.69,14724.38,12254.45
4671,11976.59,15376.26,16324.31,13761.04
4672,6116.85,21778.37,13063.16,17560.94
4673,4852.37,20264.6,11133.55,17868.19
4674,12074.7,18555.67,12278.1,14092.36
4675,13317.35,14083.27,13582.45,17593.1
4676,8018.62,18369.34,9969.3,13103.91
4677,15606.19,20379.76,14524.58,21237.73
4678,13649.47,15517.19,10005.15,12058.27
4679,9448.51,25110.84,10277.06,12368.06
4680,10092.42,13078.03,16668.87,15196.03
4681,12465.24,17723.99,7550.06,16836.77
4682,7629.49,19412.71,9140.53,18868.73
4683,5050.02,18380.68,7984.64,12395.44
4684,14403.84,18509.34,12033.45,15278.43
4685,11751.5,17881.32,11437.92,16564.61
4686,6967.89,21961.07,15386.87,17270.3
4687,13741.33,18212.37,15318.22,19983.15
4688,15420.29,15109.29,13868.21,17507.16
4689,15977.97,16196.9,14675.79,18031.92
4690,9360.13,18058.95,9661.19,16929.1
4691,9314.53,19661.24,12736.22,14284.05
4692,12096.84,22762.71,16024.89,11266.85
4693,12937.01,12703.38,15814.38,19254.98
4694,17515.59,18662.19,10362.34,13547.2
4695,10651.59,22228.27,19679.02,17142.04
4696,15057.75,15549.42,7031.88,11764.11
4697,16209.87,18628.32,16551.93,13699.37
4698,13295.42,18369.7,12083.86,16218.21
4699,8157.98,15436.32,16680.74,14101.4
4700,10813.97,13332.29,11337.38,20784.11
4701,10360.4,20180.06,8758.03,18829.94
4702,10847.52,15278.17,9622.56,19998.51
4703,12884,19065.24,13316.31,17690.5
4704,8715.47,19017.8,11599.62,13206.36
4705,16461.9,17347.99,10904.78,14852.72
4706,9484.52,18351.97,7898.04,13869.74
4707,4523.24,16717.82,11914.67,15886.45
4708,11340.92,19789.25,17562.65,13328.15
4709,18761.41,11187.26,5826.6,13219.52
4710,5245.91,16088.34,9511.06,13540.78
4711,12258.67,20961.04,11029.58,16673.11
4712,10429.12,19245.76,12412.14,17210.21
4713,7749.59,22466.02,17138.57,15573.01
4714,14270.57,12688.69,5447.35,11903.26
4715,9824.72,15174.21,18057.21,11931.28
4716,17293.37,18008.89,11821.75,18048.63
4717,11110.97,19785.18,5454.56,15214.48
4718,5330.25,14639.5,8090.73,14492.23
4719,5589.86,19929.79,16744.7,15735.52
4720,16896.36,22790.62,13628.06,20090.34
4721,21107.17,19837.37,14818.02,17621.54
4722,12459.1,17503.48,7886.85,14983.92
4723,8693.95,16448.66,9907.29,15732.98
4724,11046.08,18535.24,11482.16,19202.24
4725,12374.77,16233.93,11929.37,13231.29
4726,10882.84,18339.58,8807.52,17175.33
4727,9659.46,18199.09,20358.22,16930.21
4728,9810.92,17417.79,13512.37,15845.66
4729,14695.49,16396.91,21961.97,19869.05
4730,14861.22,18403.31,14478.87,14287
4731,22495.07,20545.01,11813.35,19961.72
4732,8200.35,15782.19,13174.55,18162.57
4733,13572.57,15982.97,11911.29,14813.33
4734,9310.47,14773.32,15443.4,15970.01
4735,8792.14,16735.06,9973.33,16674.38
4736,6585.02,14626.76,25141.33,20885.99
4737,14552.68,18705.9,11896.64,17560.05
4738,13831.28,14686.8,12546.37,18758.02
4739,12067.94,20539.68,13433.56,16539.6
4740,9883.13,14524.8,20115.2,17435.51
4741,10483.04,24916.32,9137.63,16576.72
4742,11230.78,18548.12,14813.08,18458.56
4743,5954.08,20759.97,8560.44,15179.97
4744,18687.38,18282.4,11902.12,14282.34
4745,16297.72,18209.74,10431.53,16442.28
4746,12472.17,22751.59,20075.08,20480.03
4747,13527.87,16149.73,9369.78,14552.3
4748,13847.05,14962.6,10764.33,16248.55
4749,7135.79,20010.93,13902.09,10681.13
4750,13708.63,19667.8,9814.84,15653.84
4751,17437.17,15338.12,11268.68,22104.1
4752,6011.73,21465.45,13559.32,16364.54
4753,4910.42,18080.44,14706.45,14646.29
4754,14881.47,12327.78,14669.09,18163.81
4755,14501.1,19862.32,18848.23,11243.27
4756,8411.17,18624.12,20639.42,18216.8
4757,13768.44,17272.62,14665.39,15639.88
4758,17437.52,14620.69,18283.76,21104.8
4759,12573.83,22360.02,22738.74,23207.31
4760,9539.18,17328.08,11351.29,12569.82
4761,4768,15400.67,8401.61,15784.05
4762,18801.34,15719.19,14491.58,18710.27
4763,13998.86,22446.9,12786.47,13470.37
4764,16093.68,17787.8,12357.68,15260.62
4765,17552.41,15158.38,8388.84,15076.7
4766,15274.03,20619.24,12955.7,16741.6
4767,12472.77,19426.59,11655.89,15879.28
4768,16173.91,15996.05,15585.52,13321.42
4769,10054.23,16365.5,7874.86,15488.65
4770,16158.42,17116.71,14972.24,13708.37
4771,26286.73,14929.75,12817.22,22150.34
4772,14885.8,16488.42,5347.58,12677.48
4773,12268.26,19967.37,9623.28,16153.53
4774,13504.92,16936.41,13905.29,15573.75
4775,9660.16,17140.72,14503.68,14965
4776,16237.6,17754.52,9957.12,13611.69
4777,7100.65,20031.14,5754.49,19237.59
4778,12798.13,17914.71,12647.37,14353.93
4779,12091.19,19370.18,16618.07,15088.52
4780,12307,15149.5,7569.12,16516
4781,10161.51,18665.33,9072.2,16930.26
4782,7351.37,18290.21,19908.67,16320.73
4783,8519.59,22869.51,8758.18,19586.94
4784,7519.92,16635.58,12144.08,15182.72
4785,5431.78,13957.68,14571.27,15148.97
4786,8019.06,16877.69,12782.25,16141.46
4787,12079.41,13218.75,18800.77,14825.27
4788,13942.25,21347.53,7236.49,17451.68
4789,10241.67,15900.3,9786.38,18406.51
4790,10195.15,16391.46,13381.08,13365.96
4791,13883.42,19117.28,14979.17,14458.47
4792,10578.4,14138.99,15538.12,10626.17
4793,7801.61,17589.55,9298.9,17401.29
4794,13776.45,21362.14,6641.36,16452.08
4795,9086.14,16784.88,9627.47,15817.13
4796,12241.85,16249.4,18276.3,14003.54
4797,9244.84,19186.52,14178.72,16298.57
4798,10935,18618.12,10861.82,17786.54
4799,7542.45,16606.92,10964.25,13744.58
4800,7978.67,20868.36,10300.82,13578.39
4801,23481.08,14071.24,15561.21,11226.66
4802,5523.32,15588.67,12922.78,13635.47
4803,10218.95,15203.59,12526.25,11432.03
4804,11419.84,20114.88,11762.86,16871.43
4805,14960.28,18304.25,7240.29,16780.17
4806,12702.98,16827.22,10259.25,11755.97
4807,14365.51,19896.99,11124.67,12419.94
4808,10144.87,18530,15920.18,16527.04
4809,11185.39,16914.89,15969.42,16061.93
4810,11946.12,17545.29,18465.48,18664.43
4811,8692.28,20702.78,11821,16311.05
4812,11262.11,13559.04,13880.36,18497.17
4813,8833.25,19437.6,6096.79,12548.96
4814,10974.07,13456.84,11513.24,17029.2
4815,12094.34,15619.18,6725.52,16934.13
4816,11512.55,12120.31,8794.76,17118.89
4817,11969.36,15657.29,6354.18,17942.41
4818,11678.26,20200.73,11932.79,16346.14
4819,11749.44,22714.73,9783.59,16523.49
4820,12710.66,15477.26,8743.83,15196.16
4821,17002.01,16243.98,12260.64,21758.39
4822,7945.2,19010.5,10639.75,18568.49
4823,15402.73,21768.58,10340.36,14423.6
4824,14260.83,21948.66,15298.8,14159.02
4825,21383.21,17053.61,12301.81,20596.27
4826,12609.06,17256.04,6728.1,20212.63
4827,10539.48,20979.13,6763.98,15239.63
4828,8581.39,20421.26,18374.7,15129.21
4829,8351.18,18623.97,9387.85,17624.83
4830,17644.95,15678.41,14448.3,11992.89
4831,21392.98,16848.71,11640.57,16780.28
4832,22401.86,18866.47,13643.94,15866.93
4833,18588.62,21447.57,14107.82,21006.68
4834,8768.91,18631.42,11170.6,17498.81
4835,12924.23,18963.13,14313.08,13424.11
4836,5771.94,13552.9,8882.12,16443.12
4837,14240.19,19633.13,12255.54,14313.61
4838,18284.07,21437.83,8346.54,18773.62
4839,5736.89,14827.84,11031.5,17135.31
4840,8933.91,16751.55,10423.45,18997.92
4841,14216.71,16375.43,11656.01,23457.82
4842,21268.33,14106.99,14947.61,16568.33
4843,9290.42,17376.29,11353.03,15861.01
4844,17950.3,21140.63,9042.22,12804.29
4845,8884.75,18602.25,14018.78,14523.01
4846,9040.63,18497.42,9780.03,16863.83
4847,13773.78,14015.65,10070.92,19318.05
4848,14267.7,19504.62,7665.76,19712.59
4849,24408.97,21721.58,10705.04,16448.38
4850,7447.42,17472.29,7247.48,16694.92
4851,10093.18,19409.07,8411.12,13208.42
4852,10534.19,17725.75,11613.84,19605.07
4853,12385.28,23959.46,28410.2,14081.11
4854,11095.45,14009.02,12271.53,18998.27
4855,9289.55,20746.84,9270.09,10799.3
4856,19765.06,15697,15468.75,12777.4
4857,14685.81,14661.31,9757.66,12248.52
4858,12103.19,17720.32,15760.02,15051.48
4859,7346.25,21383.66,9448.63,14910.31
4860,12046.82,17480.8,7176.69,19404.78
4861,10356.42,16992.56,12195.97,15264.98
4862,15973.05,27058.21,14975.28,15669.99
4863,9585.27,23600.01,7355.87,15171.89
4864,10642.71,16329.65,15777.83,18403.22
4865,10431.33,20315.07,12635.04,19734.6
4866,10533.56,15721.45,15047.52,15509.39
4867,10219.91,11434.76,13557.23,14751.92
4868,16068.04,15787.06,14159.41,17622.23
4869,20375.44,18908.31,13436.49,19732.17
4870,16344.59,17813.95,12228,16699.94
4871,16532.94,16887.33,6033.03,20026.35
4872,6748.74,20597.47,20617.63,17184.56
4873,13384.89,17422.32,15412.96,15371.76
4874,7980.95,14460.59,12653.98,17593.89
4875,13506.4,17249.78,12907.93,15124.27
4876,12923.66,19556.87,13580.08,16233.12
4877,10169.16,16594.8,13026.53,17874.18
4878,12158.83,19536.04,8134.94,22655.08
4879,13002.3,12924.4,11054.72,14904.13
4880,21453.32,17295.29,15152.25,18255.5
4881,8861.55,18855.46,5493.14,13075.15
4882,9155.75,17114.94,10826.33,10824.13
4883,11424.08,17418.41,17940.95,17683.04
4884,14171.6,18031.43,10638.95,11858.91
4885,11161.63,15528.02,15191.11,22430.98
4886,7989.82,17975.63,11651.15,15841.96
4887,18715.26,18429.27,17098.4,24003.77
4888,5268.12,18088.26,19412.59,19185.69
4889,6830.96,16590.24,9585.29,14150.87
4890,7621.33,15169.63,6548.17,15981.51
4891,7268.3,16217.51,8681.51,13992.32
4892,15959.2,17901.89,14584.97,18218.3
4893,10757.37,18265.74,9813.1,15030.63
4894,11405.53,14425.34,12217.71,18169.04
4895,11814.55,17188.14,10951.05,16527.28
4896,6558.77,19794.88,10622.93,15261.29
4897,15210.67,18257.87,9866.9,12813.96
4898,13309,17341.91,10194.3,17021.35
4899,13965.63,19352.63,6711.6,15630.71
4900,7625.9,16727.93,16333.15,18828.74
4901,11332.75,13022.96,17725.34,14050.83
4902,9947.37,19337.85,10653.77,14670.25
4903,5446.66,14316.59,16496.96,13359.24
4904,12387.57,17910.98,12273.63,15656.33
4905,12828.87,14934.22,13404.1,16504.64
4906,12401.55,16063.59,11696.95,11702.69
4907,19809.81,19818.19,19329.64,12644.88
4908,6436.46,18482.74,10452.84,13791.66
4909,14764.08,18432.75,8684.83,12908.01
4910,11171.39,15962.22,13436.4,19048.59
4911,14956.43,17270.22,17024.28,14940.1
4912,7201.52,18070.04,13629.59,13558.01
4913,16314.03,19712.52,11279.42,15615.9
4914,14814.07,18877.62,15845.96,17152.28
4915,21051.34,17936.9,18053.96,15650.23
4916,16192.86,14539.18,6990.94,14405.47
4917,6786.6,18334.49,8365.57,14966.31
4918,8850.16,20688.7,14008.45,15004.12
4919,13205.33,16781.7,14035.69,17296.54
4920,12524.61,16608.34,14789.14,21542
4921,8493.18,16534.87,13354.88,22891.4
4922,9712.38,15609.48,9845.85,11326.35
4923,11757.09,17671.39,15588.72,10993.95
4924,14748.01,22758.03,9930.36,19528.68
4925,10133.38,22663.28,12170.12,13755.59
4926,11172.59,19728.38,9703.13,18116.85
4927,12089.67,15956.79,14668.08,14979.23
4928,6293.85,18038.37,15895.3,12086.44
4929,10694.08,16899.32,13628.63,15746.3
4930,9659.76,17708.8,11369.83,22133.8
4931,8439.16,18746.57,7033.25,15922
4932,16971.91,18391.28,7322.18,15836.68
4933,10671.96,12762.07,9129.73,13626.13
4934,8898.57,17490.99,19234.72,18223.03
4935,16229.97,20495.09,16137.8,13968.72
4936,10039.66,19454.52,13089.63,14935.19
4937,6420.24,13346.55,5230.62,12734.69
4938,12491.02,12494.9,9366.89,17911.09
4939,8432.17,20704.78,16995.56,18801.55
4940,9376.38,13966.92,13415.43,20532.85
4941,7023.26,16528.78,12126.32,15442.9
4942,12027.63,22933.23,18676.31,21267.76
4943,18157.39,16229.52,24648.67,16447.77
4944,10989.27,18117.43,8741.11,14260.41
4945,12741.34,17194.89,10894.17,17202.85
4946,12775.75,14116.48,9974.75,13601.52
4947,12788.33,13865.87,15590.75,17275.06
4948,11529.59,17946.75,19729.34,12838.67
4949,12004.14,15593.01,12899.83,16853.91
4950,13381.78,20547.96,9058.92,16974.76
4951,14504.75,18250.5,6274.41,19008.71
4952,15956.5,17528.17,14811.23,19351.82
4953,18004.22,23415.6,13817.15,20071.79
4954,14651.95,17936.98,7562.29,13630.79
4955,15509.93,16128.08,8826.59,15672.7
4956,9406.89,15221.37,7561.34,17904.59
4957,17316.95,20461.09,25534.93,17849.28
4958,11311.44,21333.03,9867.52,18432.44
4959,16118.06,16295.76,9010.7,11980.37
4960,13500.37,17763.85,9631.87,18730.21
4961,15525.3,20730.74,15748.28,18238.76
4962,15929.85,13346.35,6624.46,17460.92
4963,16813.88,18051.28,12658.71,18369.62
4964,6869.74,17531.92,20247.48,14479.49
4965,12930.24,16584.08,12596.63,17517.56
4966,10718.93,15497.79,16954.94,14893.51
4967,16060.01,17990.98,10608.45,15045.18
4968,9852.47,19752.53,9709.28,14432.68
4969,12409.52,17160.11,5336.63,15369.75
4970,8748.62,19974.69,14051.16,20085.5
4971,5380.38,16852.35,12372.07,18304.22
4972,11751.91,14347.16,32266.17,11850.01
4973,16697.71,17449.72,8471.64,15756.91
4974,13311.36,17867.35,11847.26,13087.43
4975,10120.96,20243.9,20321.88,19269.34
4976,18409.26,14832.14,19692.64,18490.51
4977,11436.44,19029.28,16199.93,14268.4
4978,8411.95,12697.62,11943.12,15984.73
4979,17820.48,21424.12,9313.95,15566.22
4980,10679.43,17553.59,23462.41,14848.48
4981,14824.25,12461.13,14875.47,17960.92
4982,13568.89,18431.7,13693.78,19966.39
4983,6986.48,14887.46,16128.1,16774.93
4984,13874.48,16446.69,11116.89,15122.69
4985,13355.92,17448.35,6888.26,13681.31
4986,14258.8,17047.2,14410.78,16033.54
4987,15586.61,20405.86,13169.21,17371.85
4988,12072.35,14884.48,14432.4,14008.37
4989,6695.76,20752.12,8358.3,15731.49
4990,6302.89,19189.46,12167.78,19717.56
4991,7539.58,18847.17,7213.92,16255.05
4992,14327.89,21219.37,8987.35,18656.33
4993,16689.06,19897.44,13389.56,22289.96
4994,8523.46,16983.5,16923.09,20182.33
4995,9673.91,14714.18,11761.65,18692.98
4996,12206.41,14955.41,16369.07,13976.74
4997,8301.17,20081.18,6382.6,16125.93
4998,16612.24,15208.07,13905.79,16288.74
4999,7296.02,16996.08,12889.77,15959.62
5000,8672.89,18421.28,10362.6,13705.61
5001,5338.97,10579.88,11567.65,14716.17
5002,11081.41,18322.89,15407.48,18842.35
5003,16423.29,19527.32,8798.65,17603.43
5004,20286.97,21807.36,10018.94,15519.92
5005,12469.31,13452.9,10429.7,12917.89
5006,7832.84,18338.82,18455.4,15353.16
5007,17635.94,21001.59,11910.91,17896.32
5008,16897.32,15817.07,5826.63,13353.97
5009,7712.31,16673.33,13367.58,13280.38
5010,13705.12,19306.81,14415.03,15813.54
5011,13496.87,17769.28,10127.35,16205.45
5012,16918.04,11722.48,12896.43,18244.91
5013,6991.75,15337.36,8817.2,20062.46
5014,12182.33,18970.63,11913.09,16469.04
5015,11429.72,13247.41,10931.2,16081.85
5016,15175.31,20543.12,17609.01,12998.55
5017,11627.27,18239.77,14701.72,15738.06
5018,13206.81,13903.18,13342.33,19528.12
5019,11309.03,15313.6,17673.8,15523.7
5020,14132.43,21255.68,15146.61,13506.15
5021,14600.21,20776.51,12956,17450.49
5022,20135.2,14235.26,14223.26,12175.87
5023,19446.34,16066.66,15448.83,15502.75
5024,7362.35,16434.16,8435.32,10912.75
5025,7026.62,17457.34,19474.24,15187.76
5026,12164.44,20181.16,12151.3,12981.38
5027,14713.39,14838.31,15220.66,14308.69
5028,11154.79,15520.79,13137.57,15758.49
5029,10104.59,18530.81,11110.23,16219.49
5030,13890.22,15127.18,9357.54,10670.93
5031,15187.02,19768.6,6414.41,15961.35
5032,12344.5,14372,8168.17,17223.78
5033,19668.64,18068.39,11955.55,16786.05
5034,8608.15,20948.37,10968.86,12030.46
5035,15323.21,17596.25,8734.01,19176.46
5036,8147.23,17761.2,5319.81,15927.23
5037,11846.7,15527.63,9954.66,12501.68
5038,8296.64,18093.1,9355.94,12569.69
5039,17372.6,25522.96,8504.35,15475.16
5040,15529.95,13014.81,14792.83,16526.68
5041,14718.32,20576.36,16442.39,23719.71
5042,14732.73,15379.39,14110.76,17156.36
5043,14444.02,20321.54,20491.89,17727.04
5044,6195.82,16365.54,10607.63,17715.7
5045,10471.28,22970.41,11726.93,13378.14
5046,11270.39,17444.98,10406.48,13735.06
5047,10390.68,18226.59,10516.61,19233.28
5048,12358.46,15601.43,8430.37,16069.37
5049,7901.47,17518.35,11120.44,19060.74
5050,11676.24,18640.24,8702,16157.04
5051,13672.34,18989.52,9211.54,20248.84
5052,6622.79,18713.38,29052.58,14949.54
5053,13573.14,24276.54,16207.02,13746.95
5054,19953.68,22301.93,16070.64,15333.9
5055,15636.41,19225.71,5333.13,17303.57
5056,13166.1,17623.88,8261.68,18578.86
5057,25796.85,17506.79,21563.28,16988.08
5058,7363.16,21127.07,8831.43,17145.34
5059,10297.19,14724.89,11259.03,16017.8
5060,12592.59,18396.59,8800.52,17648.34
5061,17367.62,17001.09,24373,11799.29
5062,11940.12,13843.49,5385.96,17521.4
5063,8440.86,21102.45,13013.27,11809.29
5064,13340.4,13938.28,8984.14,14001.45
5065,18806.43,19875.97,10139.45,13811.05
5066,13359.3,22987.97,13563.78,16865.4
5067,14991.86,15640.81,10858.34,18536.19
5068,11469.27,20312.17,9784.13,12555.66
5069,22943.28,16449.17,15840.44,14836.48
5070,10247.71,15490.88,11500.48,14362.31
5071,17260.69,14062.9,5842.68,18053.8
5072,15512.81,14583.14,12465.25,13846.99
5073,10097.75,18606.11,12443.17,15078.1
5074,15007.31,16040.45,8638.28,17282.16
5075,7943.72,15168.46,13067.25,13685.5
5076,8800.2,15149.68,13828.79,16608.29
5077,21070.24,15692.02,14854.99,13884.2
5078,5727.5,10229.02,8230.48,14659.06
5079,23320,17552.64,10096.32,13231.45
5080,15617.5,20351.66,13809.44,22216.78
5081,11185.44,22742.95,13647.82,17409.16
5082,4723.77,19907.1,10965.13,16226.76
5083,20001.54,25418.78,6542.69,9469.27
5084,24581,14968.88,12337.77,17476.67
5085,12578.37,19436.71,9182.93,16565.12
5086,9413.91,11590.32,15077.79,20037.42
5087,12231.53,18412.63,17392.59,12344.75
5088,16531.21,17956.67,11642.33,15345.7
5089,13422.82,20813.96,11345.49,16718.45
5090,12180.54,19760.14,24970.45,14185.17
5091,9265.73,14554.6,13319.43,23360.12
5092,14130.85,19796.21,14170.38,14374.22
5093,8175.69,16945.28,7725.55,20690.69
5094,7893.47,12964.33,8554.86,21406.07
5095,10107.71,18899.91,10003.68,15619.17
5096,11773.48,13621.72,8522.39,13670.72
5097,4471.29,17882.65,13697.09,17841.04
5098,12695.57,10838.8,15959.52,25140.49
5099,13516.54,20404.33,15236.6,12448.55
5100,11288.59,14996.15,7143.22,21728.16
5101,12029.23,17497.95,7194.75,14794.47
5102,5918.69,18237.22,19724.51,17643.98
5103,11967.08,14286.03,11072.12,12595.74
5104,8103.65,21534.94,10318,20274.03
5105,15012.81,14385.23,11139.72,15181.53
5106,18560.91,15555.55,8707.9,16860.02
5107,18715.88,15115.94,6582.93,19510.53
5108,16771.94,17687.1,4987.3,18278.73
5109,10415.24,11141.39,9312.06,16782.2
5110,8996.89,16418.61,9605.24,16243.51
5111,18621.42,15981.52,8492.6,15993.61
5112,12447.55,17398.5,9465.47,14762.05
5113,12361.95,24034.23,11896.35,16217.31
5114,10402.74,14824.52,17230.18,17765.89
5115,12536.99,17883.27,8983.4,18786.01
5116,27746.91,15818.19,12190.04,15873.46
5117,13190.84,24382.16,11139.51,15346.55
5118,17058.88,16621.94,10946.45,18502.89
5119,9906.25,20912.47,16882.08,12002.16
5120,15243.94,15285.89,12574.67,17887.42
5121,9715.09,17905.65,10528.34,12669.39
5122,12170.51,20465.21,12364.57,17686.73
5123,23558.07,20973.45,7680.17,14081.7
5124,8761.49,15321.91,7772.08,16687.56
5125,25657.57,14519.62,8057.3,16808.79
5126,7290.97,16009.26,5886.55,15991.62
5127,13907.12,23129.26,7407.81,20894.55
5128,18105.2,15733.66,7092.61,19629.34
5129,8287.44,18132.4,8230.75,22168.79
5130,10318.56,15910.7,21648.15,17079.65
5131,18022.06,22224.16,14481.61,17721.77
5132,12581.81,23643.08,12442.72,19000.18
5133,22081.76,17766.91,14878.36,14973.14
5134,19921.46,14680.98,21466.89,14462.34
5135,6335.22,13005.37,9842.76,16951.69
5136,5205.46,11713.69,16014.04,18238.75
5137,13002.95,11323.63,5574.48,12090.42
5138,7596.69,14760.74,11867.35,11314.59
5139,12059.86,20603.59,9363.07,18006.7
5140,20646.11,18467.77,16277.28,16599.42
5141,20014.62,15392.83,24094.69,18141.3
5142,8226.86,20135.65,9925.34,17694.77
5143,7113.91,15356.02,11355.48,16173.37
5144,14298.43,18057.15,9226.44,17848.44
5145,20148.36,21033.47,14168.54,17083.92
5146,8037.02,18960.34,12231.37,20249.19
5147,12242.77,20287.57,6576.44,16856.35
5148,9333.81,16657.33,5105.55,17068.13
5149,8084.77,21239.93,9846.28,18981.23
5150,8142.46,14682.9,10289.76,17990.08
5151,10854.63,16593.37,19042.46,20055.86
5152,14288.38,16169.23,13954.18,12956.04
5153,8906.98,19569.17,13706.55,12682.96
5154,8768.91,16804.17,14092.93,19552.27
5155,10031.93,22512.41,7110.87,13260.15
5156,9680.99,15297.26,11901.65,14315.68
5157,11300.61,18369.57,11628.41,14218.41
5158,19081.8,15150.91,10357.82,15510.82
5159,20632.48,19950.87,11956.33,20615.24
5160,17276.04,20742.45,9983.99,13690.02
5161,12675.89,20272.52,15869.03,17892.56
5162,18332.92,15456.1,12661.44,17193.8
5163,15109.92,16069.46,11783.15,15678.75
5164,9137.73,14996.07,15553.41,12722.29
5165,14008.53,16814.57,8791.95,14421.08
5166,15790.91,20711.53,15643.8,16770.34
5167,9789.83,17049.59,15821.33,18292.99
5168,12071.6,16775.59,14827.63,17433.86
5169,8872.7,18462.13,8839.37,13691.07
5170,13960.82,20869.18,16748.01,15406.54
5171,12159.4,13980.68,7318.75,16315.8
5172,15764.04,18453.09,6802.12,17016.3
5173,11382.46,17248.77,8917.3,15177.99
5174,6697.99,15155.06,14949.64,18945.4
5175,11688.64,19677.23,13957.77,16044.95
5176,9524.95,17705.34,9766.7,18302
5177,15407.49,12942.54,15169.13,15281.34
5178,9897.15,13923.94,9976.78,17584
5179,8982.59,21028.4,9290.35,16595.41
5180,22152.3,21362.54,14010.4,15145.59
5181,19083.88,17976.27,10703.4,14673.35
5182,21295.71,13458.84,13176.75,11667.69
5183,3745.85,16355.27,9058.04,20924.6
5184,11438.11,15458.4,15890.23,11533.09
5185,7261.98,18360.38,14569.24,17070.87
5186,7537.57,19510.99,9562.58,22193.63
5187,8143.67,16432.08,13268.82,16890.47
5188,10389.44,18974.96,10076.9,12481.47
5189,11915.61,17054.13,13267.19,14175.45
5190,12733.08,17720.63,6144.25,14727.58
5191,10312.33,15002.17,13789.84,12619.78
5192,12453.48,17721.61,13465.14,13948.13
5193,18062.3,21331.29,18338.79,13758.28
5194,12039.41,14631.47,13242.66,17088.53
5195,6570.77,17056.69,21812.77,12013.91
5196,10940.21,18817.44,17639.11,17358.32
5197,16953.84,14222.76,8723.97,12421.52
5198,12625.11,18285.71,11518.74,18720.23
5199,13218.07,19692.23,10607.41,13141.28
